Border,Date,Measure,Value,Average
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,19698688,16919756.0
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicles,7288229,6258532.0
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,5902056,7888539.0
US-Mexico Border,12/01/1998 12:00:00 AM,Pedestrians,4697031,3365291.0
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicles,2545873,3215205.0
US-Canada Border,12/01/1998 12:00:00 AM,Trucks,490438,486816.0
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Full,387333,206609.0
US-Mexico Border,12/01/1998 12:00:00 AM,Trucks,326492,301823.0
US-Mexico Border,12/01/1998 12:00:00 AM,Bus Passengers,289641,230444.0
US-Canada Border,12/01/1998 12:00:00 AM,Bus Passengers,211030,335799.0
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Full,157249,150855.0
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Empty,148121,128583.0
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Full,86713,46027.0
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Empty,60402,34732.0
US-Canada Border,12/01/1998 12:00:00 AM,Pedestrians,38366,49085.0
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Empty,24874,16596.0
US-Mexico Border,12/01/1998 12:00:00 AM,Buses,23228,16725.0
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Empty,18045,14639.0
US-Canada Border,12/01/1998 12:00:00 AM,Train Passengers,16657,19771.0
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Full,16316,13071.0
US-Canada Border,12/01/1998 12:00:00 AM,Buses,10396,14302.0
US-Canada Border,12/01/1998 12:00:00 AM,Trains,2592,2776.0
US-Mexico Border,12/01/1998 12:00:00 AM,Train Passengers,1080,983.0
US-Mexico Border,12/01/1998 12:00:00 AM,Trains,484,582.0
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,18618325,16869798.0
US-Mexico Border,11/01/1998 12:00:00 AM,Personal Vehicles,6899007,6239694.0
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicle Passengers,6139896,7939969.0
US-Mexico Border,11/01/1998 12:00:00 AM,Pedestrians,3652648,3356840.0
US-Canada Border,11/01/1998 12:00:00 AM,Personal Vehicles,2665949,3231359.0
US-Canada Border,11/01/1998 12:00:00 AM,Trucks,528285,485597.0
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Full,402999,200833.0
US-Mexico Border,11/01/1998 12:00:00 AM,Trucks,329426,301011.0
US-Canada Border,11/01/1998 12:00:00 AM,Bus Passengers,296294,336961.0
US-Mexico Border,11/01/1998 12:00:00 AM,Bus Passengers,273317,229183.0
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Full,172353,150223.0
US-Mexico Border,11/01/1998 12:00:00 AM,Truck Containers Empty,153013,127865.0
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Full,87531,44806.0
US-Canada Border,11/01/1998 12:00:00 AM,Truck Containers Empty,60806,33965.0
US-Canada Border,11/01/1998 12:00:00 AM,Pedestrians,33591,49540.0
US-Canada Border,11/01/1998 12:00:00 AM,Rail Containers Empty,25904,16322.0
US-Mexico Border,11/01/1998 12:00:00 AM,Buses,21628,16581.0
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Empty,19244,14504.0
US-Canada Border,11/01/1998 12:00:00 AM,Train Passengers,15182,19906.0
US-Mexico Border,11/01/1998 12:00:00 AM,Rail Containers Full,14353,13033.0
US-Canada Border,11/01/1998 12:00:00 AM,Buses,11617,14381.0
US-Canada Border,11/01/1998 12:00:00 AM,Trains,2681,2779.0
US-Mexico Border,11/01/1998 12:00:00 AM,Train Passengers,1673,963.0
US-Mexico Border,11/01/1998 12:00:00 AM,Trains,496,585.0
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicle Passengers,19504313,16789964.0
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicles,7230008,6209685.0
US-Canada Border,10/01/1998 12:00:00 AM,Personal Vehicle Passengers,7090153,7965721.0
US-Mexico Border,10/01/1998 12:00:00 AM,Pedestrians,3580355,3350067.0
US-Canada Border,10/01/1998 12:00:00 AM,Personal Vehicles,2988293,3238725.0
US-Canada Border,10/01/1998 12:00:00 AM,Trucks,541898,483890.0
US-Canada Border,10/01/1998 12:00:00 AM,Truck Containers Full,398597,194840.0
US-Mexico Border,10/01/1998 12:00:00 AM,Trucks,329285,300154.0
US-Canada Border,10/01/1998 12:00:00 AM,Bus Passengers,324912,337326.0
US-Mexico Border,10/01/1998 12:00:00 AM,Bus Passengers,322718,226348.0
US-Mexico Border,10/01/1998 12:00:00 AM,Truck Containers Full,181774,149267.0
US-Mexico Border,10/01/1998 12:00:00 AM,Truck Containers Empty,151127,127160.0
US-Canada Border,10/01/1998 12:00:00 AM,Rail Containers Full,92747,43353.0
US-Canada Border,10/01/1998 12:00:00 AM,Truck Containers Empty,64386,33044.0
US-Canada Border,10/01/1998 12:00:00 AM,Pedestrians,42992,49739.0
US-Canada Border,10/01/1998 12:00:00 AM,Rail Containers Empty,28727,15946.0
US-Mexico Border,10/01/1998 12:00:00 AM,Buses,22905,16389.0
US-Mexico Border,10/01/1998 12:00:00 AM,Rail Containers Empty,18635,14379.0
US-Canada Border,10/01/1998 12:00:00 AM,Train Passengers,17230,19987.0
US-Mexico Border,10/01/1998 12:00:00 AM,Rail Containers Full,16329,12933.0
US-Canada Border,10/01/1998 12:00:00 AM,Buses,14379,14381.0
US-Canada Border,10/01/1998 12:00:00 AM,Trains,2785,2779.0
US-Mexico Border,10/01/1998 12:00:00 AM,Train Passengers,1380,950.0
US-Mexico Border,10/01/1998 12:00:00 AM,Trains,507,587.0
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,18002059,16752086.0
US-Canada Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,7947548,7966289.0
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicles,6718247,6193792.0
US-Canada Border,09/01/1998 12:00:00 AM,Personal Vehicles,3285508,3237263.0
US-Mexico Border,09/01/1998 12:00:00 AM,Pedestrians,3144234,3356499.0
US-Canada Border,09/01/1998 12:00:00 AM,Trucks,558764,481551.0
US-Canada Border,09/01/1998 12:00:00 AM,Bus Passengers,389230,335704.0
US-Canada Border,09/01/1998 12:00:00 AM,Truck Containers Full,386625,188847.0
US-Mexico Border,09/01/1998 12:00:00 AM,Trucks,329505,299237.0
US-Mexico Border,09/01/1998 12:00:00 AM,Bus Passengers,264794,225147.0
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Full,159594,148944.0
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Empty,136171,126878.0
US-Canada Border,09/01/1998 12:00:00 AM,Rail Containers Full,82515,42129.0
US-Canada Border,09/01/1998 12:00:00 AM,Truck Containers Empty,65142,32040.0
US-Canada Border,09/01/1998 12:00:00 AM,Pedestrians,53868,49610.0
US-Canada Border,09/01/1998 12:00:00 AM,Rail Containers Empty,25614,15644.0
US-Canada Border,09/01/1998 12:00:00 AM,Train Passengers,22484,19909.0
US-Mexico Border,09/01/1998 12:00:00 AM,Buses,20880,16249.0
US-Canada Border,09/01/1998 12:00:00 AM,Buses,16735,14307.0
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Empty,16533,14311.0
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Full,15772,12844.0
US-Canada Border,09/01/1998 12:00:00 AM,Trains,2746,2780.0
US-Mexico Border,09/01/1998 12:00:00 AM,Train Passengers,778,955.0
US-Mexico Border,09/01/1998 12:00:00 AM,Trains,497,590.0
US-Mexico Border,08/01/1998 12:00:00 AM,Personal Vehicle Passengers,19401554,16666620.0
US-Canada Border,08/01/1998 12:00:00 AM,Personal Vehicle Passengers,10255759,7892435.0
US-Mexico Border,08/01/1998 12:00:00 AM,Personal Vehicles,7221269,6160648.0
US-Canada Border,08/01/1998 12:00:00 AM,Personal Vehicles,3913485,3215449.0
US-Mexico Border,08/01/1998 12:00:00 AM,Pedestrians,3366032,3356191.0
US-Canada Border,08/01/1998 12:00:00 AM,Trucks,525098,480146.0
US-Canada Border,08/01/1998 12:00:00 AM,Bus Passengers,469482,331389.0
US-Canada Border,08/01/1998 12:00:00 AM,Truck Containers Full,395869,182169.0
US-Mexico Border,08/01/1998 12:00:00 AM,Bus Passengers,327173,221856.0
US-Mexico Border,08/01/1998 12:00:00 AM,Trucks,316024,298695.0
US-Mexico Border,08/01/1998 12:00:00 AM,Truck Containers Full,146470,149024.0
US-Mexico Border,08/01/1998 12:00:00 AM,Truck Containers Empty,128320,126831.0
US-Canada Border,08/01/1998 12:00:00 AM,Rail Containers Full,80387,40895.0
US-Canada Border,08/01/1998 12:00:00 AM,Pedestrians,80025,48629.0
US-Canada Border,08/01/1998 12:00:00 AM,Truck Containers Empty,62411,31061.0
US-Canada Border,08/01/1998 12:00:00 AM,Train Passengers,32218,19512.0
US-Canada Border,08/01/1998 12:00:00 AM,Rail Containers Empty,30120,15177.0
US-Mexico Border,08/01/1998 12:00:00 AM,Buses,22685,16041.0
US-Canada Border,08/01/1998 12:00:00 AM,Buses,20398,14111.0
US-Mexico Border,08/01/1998 12:00:00 AM,Rail Containers Full,17069,12708.0
US-Mexico Border,08/01/1998 12:00:00 AM,Rail Containers Empty,16293,14247.0
US-Canada Border,08/01/1998 12:00:00 AM,Trains,2684,2783.0
US-Mexico Border,08/01/1998 12:00:00 AM,Train Passengers,1035,953.0
US-Mexico Border,08/01/1998 12:00:00 AM,Trains,502,593.0
US-Mexico Border,07/01/1998 12:00:00 AM,Personal Vehicle Passengers,18363970,16610041.0
US-Canada Border,07/01/1998 12:00:00 AM,Personal Vehicle Passengers,10112279,7818441.0
US-Mexico Border,07/01/1998 12:00:00 AM,Personal Vehicles,6815671,6138814.0
US-Canada Border,07/01/1998 12:00:00 AM,Personal Vehicles,4012998,3188864.0
US-Mexico Border,07/01/1998 12:00:00 AM,Pedestrians,3276123,3358860.0
US-Canada Border,07/01/1998 12:00:00 AM,Trucks,483125,480047.0
US-Canada Border,07/01/1998 12:00:00 AM,Bus Passengers,456603,327215.0
US-Mexico Border,07/01/1998 12:00:00 AM,Bus Passengers,338899,217954.0
US-Mexico Border,07/01/1998 12:00:00 AM,Trucks,321469,297936.0
US-Canada Border,07/01/1998 12:00:00 AM,Truck Containers Full,319806,177581.0
US-Mexico Border,07/01/1998 12:00:00 AM,Truck Containers Full,161387,148612.0
US-Mexico Border,07/01/1998 12:00:00 AM,Truck Containers Empty,137909,126462.0
US-Canada Border,07/01/1998 12:00:00 AM,Pedestrians,83067,47481.0
US-Canada Border,07/01/1998 12:00:00 AM,Rail Containers Full,74907,39762.0
US-Canada Border,07/01/1998 12:00:00 AM,Truck Containers Empty,60078,30094.0
US-Canada Border,07/01/1998 12:00:00 AM,Train Passengers,30824,19135.0
US-Canada Border,07/01/1998 12:00:00 AM,Rail Containers Empty,26674,14794.0
US-Mexico Border,07/01/1998 12:00:00 AM,Buses,22639,15821.0
US-Canada Border,07/01/1998 12:00:00 AM,Buses,20089,13912.0
US-Mexico Border,07/01/1998 12:00:00 AM,Rail Containers Empty,16021,14188.0
US-Mexico Border,07/01/1998 12:00:00 AM,Rail Containers Full,13542,12680.0
US-Canada Border,07/01/1998 12:00:00 AM,Trains,2544,2791.0
US-Mexico Border,07/01/1998 12:00:00 AM,Train Passengers,661,962.0
US-Mexico Border,07/01/1998 12:00:00 AM,Trains,470,597.0
US-Mexico Border,06/01/1998 12:00:00 AM,Personal Vehicle Passengers,18848768,16532844.0
US-Canada Border,06/01/1998 12:00:00 AM,Personal Vehicle Passengers,7938073,7814315.0
US-Mexico Border,06/01/1998 12:00:00 AM,Personal Vehicles,6983818,6109676.0
US-Mexico Border,06/01/1998 12:00:00 AM,Pedestrians,3439384,3356084.0
US-Canada Border,06/01/1998 12:00:00 AM,Personal Vehicles,3268398,3186122.0
US-Canada Border,06/01/1998 12:00:00 AM,Trucks,539513,477996.0
US-Canada Border,06/01/1998 12:00:00 AM,Bus Passengers,434358,323521.0
US-Mexico Border,06/01/1998 12:00:00 AM,Trucks,339169,296515.0
US-Canada Border,06/01/1998 12:00:00 AM,Truck Containers Full,326411,172449.0
US-Mexico Border,06/01/1998 12:00:00 AM,Bus Passengers,319580,214450.0
US-Mexico Border,06/01/1998 12:00:00 AM,Truck Containers Full,165880,148016.0
US-Mexico Border,06/01/1998 12:00:00 AM,Truck Containers Empty,135674,126145.0
US-Canada Border,06/01/1998 12:00:00 AM,Pedestrians,74913,46535.0
US-Canada Border,06/01/1998 12:00:00 AM,Rail Containers Full,71913,38653.0
US-Canada Border,06/01/1998 12:00:00 AM,Truck Containers Empty,55258,29226.0
US-Canada Border,06/01/1998 12:00:00 AM,Train Passengers,25519,18915.0
US-Canada Border,06/01/1998 12:00:00 AM,Rail Containers Empty,24742,14451.0
US-Mexico Border,06/01/1998 12:00:00 AM,Buses,21719,15618.0
US-Canada Border,06/01/1998 12:00:00 AM,Buses,18810,13743.0
US-Mexico Border,06/01/1998 12:00:00 AM,Rail Containers Empty,18543,14038.0
US-Mexico Border,06/01/1998 12:00:00 AM,Rail Containers Full,15818,12572.0
US-Canada Border,06/01/1998 12:00:00 AM,Trains,2722,2793.0
US-Mexico Border,06/01/1998 12:00:00 AM,Train Passengers,1046,960.0
US-Mexico Border,06/01/1998 12:00:00 AM,Trains,465,602.0
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,19427292,16429471.0
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,7589843,7822332.0
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicles,7198152,6070801.0
US-Mexico Border,05/01/1998 12:00:00 AM,Pedestrians,3802096,3340155.0
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicles,3208112,3185336.0
US-Canada Border,05/01/1998 12:00:00 AM,Trucks,535394,475946.0
US-Canada Border,05/01/1998 12:00:00 AM,Bus Passengers,411332,320384.0
US-Mexico Border,05/01/1998 12:00:00 AM,Trucks,329961,295320.0
US-Mexico Border,05/01/1998 12:00:00 AM,Bus Passengers,315528,210840.0
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Full,314318,167382.0
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Full,165636,147387.0
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Empty,135023,125828.0
US-Canada Border,05/01/1998 12:00:00 AM,Pedestrians,75936,45485.0
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Full,67847,37610.0
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Empty,52708,28387.0
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Empty,25561,14054.0
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Empty,23086,13715.0
US-Mexico Border,05/01/1998 12:00:00 AM,Buses,22511,15372.0
US-Canada Border,05/01/1998 12:00:00 AM,Train Passengers,20434,18860.0
US-Canada Border,05/01/1998 12:00:00 AM,Buses,17113,13622.0
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Full,15452,12469.0
US-Canada Border,05/01/1998 12:00:00 AM,Trains,2882,2790.0
US-Mexico Border,05/01/1998 12:00:00 AM,Train Passengers,1547,939.0
US-Mexico Border,05/01/1998 12:00:00 AM,Trains,494,605.0
US-Mexico Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,18906975,16337711.0
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,7091059,7849416.0
US-Mexico Border,04/01/1998 12:00:00 AM,Personal Vehicles,6991952,6036685.0
US-Mexico Border,04/01/1998 12:00:00 AM,Pedestrians,3676801,3327686.0
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicles,2925192,3194971.0
US-Canada Border,04/01/1998 12:00:00 AM,Trucks,535958,473723.0
US-Mexico Border,04/01/1998 12:00:00 AM,Trucks,343816,293524.0
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Full,335081,161171.0
US-Mexico Border,04/01/1998 12:00:00 AM,Bus Passengers,322352,206710.0
US-Canada Border,04/01/1998 12:00:00 AM,Bus Passengers,314888,320588.0
US-Mexico Border,04/01/1998 12:00:00 AM,Truck Containers Full,188720,145856.0
US-Mexico Border,04/01/1998 12:00:00 AM,Truck Containers Empty,153082,124818.0
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Full,63612,36647.0
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Empty,52381,27498.0
US-Canada Border,04/01/1998 12:00:00 AM,Pedestrians,34664,45886.0
US-Mexico Border,04/01/1998 12:00:00 AM,Buses,22225,15118.0
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Empty,21988,13760.0
US-Canada Border,04/01/1998 12:00:00 AM,Train Passengers,17792,18900.0
US-Mexico Border,04/01/1998 12:00:00 AM,Rail Containers Empty,17773,13565.0
US-Mexico Border,04/01/1998 12:00:00 AM,Rail Containers Full,13986,12413.0
US-Canada Border,04/01/1998 12:00:00 AM,Buses,13252,13636.0
US-Canada Border,04/01/1998 12:00:00 AM,Trains,2883,2787.0
US-Mexico Border,04/01/1998 12:00:00 AM,Train Passengers,908,940.0
US-Mexico Border,04/01/1998 12:00:00 AM,Trains,452,611.0
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,19218997,16226893.0
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicles,7110640,5995379.0
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,6513374,7900803.0
US-Mexico Border,03/01/1998 12:00:00 AM,Pedestrians,4253971,3292060.0
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicles,2770818,3211285.0
US-Canada Border,03/01/1998 12:00:00 AM,Trucks,554052,470634.0
US-Mexico Border,03/01/1998 12:00:00 AM,Trucks,353328,291224.0
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Full,342468,154198.0
US-Mexico Border,03/01/1998 12:00:00 AM,Bus Passengers,317780,202438.0
US-Canada Border,03/01/1998 12:00:00 AM,Bus Passengers,242737,323582.0
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Full,192910,144047.0
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Empty,162994,123350.0
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Full,64924,35560.0
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Empty,53451,26500.0
US-Canada Border,03/01/1998 12:00:00 AM,Pedestrians,27687,46585.0
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Empty,22504,13424.0
US-Mexico Border,03/01/1998 12:00:00 AM,Buses,22234,14844.0
US-Canada Border,03/01/1998 12:00:00 AM,Train Passengers,16523,18991.0
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Empty,15381,13495.0
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Full,13631,12366.0
US-Canada Border,03/01/1998 12:00:00 AM,Buses,10969,13739.0
US-Canada Border,03/01/1998 12:00:00 AM,Trains,2958,2780.0
US-Mexico Border,03/01/1998 12:00:00 AM,Train Passengers,1038,936.0
US-Mexico Border,03/01/1998 12:00:00 AM,Trains,453,617.0
US-Mexico Border,02/01/1998 12:00:00 AM,Personal Vehicle Passengers,16969272,16197197.0
US-Mexico Border,02/01/1998 12:00:00 AM,Personal Vehicles,6316575,5982531.0
US-Canada Border,02/01/1998 12:00:00 AM,Personal Vehicle Passengers,5876741,7981765.0
US-Mexico Border,02/01/1998 12:00:00 AM,Pedestrians,3627623,3278637.0
US-Canada Border,02/01/1998 12:00:00 AM,Personal Vehicles,2507357,3239442.0
US-Canada Border,02/01/1998 12:00:00 AM,Trucks,490822,469826.0
US-Canada Border,02/01/1998 12:00:00 AM,Truck Containers Full,318789,147615.0
US-Mexico Border,02/01/1998 12:00:00 AM,Trucks,309688,290485.0
US-Mexico Border,02/01/1998 12:00:00 AM,Bus Passengers,252030,200455.0
US-Canada Border,02/01/1998 12:00:00 AM,Bus Passengers,217992,327806.0
US-Mexico Border,02/01/1998 12:00:00 AM,Truck Containers Full,152599,143704.0
US-Mexico Border,02/01/1998 12:00:00 AM,Truck Containers Empty,131150,123038.0
US-Canada Border,02/01/1998 12:00:00 AM,Rail Containers Full,69286,34211.0
US-Canada Border,02/01/1998 12:00:00 AM,Truck Containers Empty,47429,25663.0
US-Canada Border,02/01/1998 12:00:00 AM,Pedestrians,25561,47426.0
US-Canada Border,02/01/1998 12:00:00 AM,Rail Containers Empty,24278,12990.0
US-Mexico Border,02/01/1998 12:00:00 AM,Buses,19192,14670.0
US-Canada Border,02/01/1998 12:00:00 AM,Train Passengers,15453,19133.0
US-Mexico Border,02/01/1998 12:00:00 AM,Rail Containers Empty,12485,13535.0
US-Mexico Border,02/01/1998 12:00:00 AM,Rail Containers Full,11427,12404.0
US-Canada Border,02/01/1998 12:00:00 AM,Buses,10103,13884.0
US-Canada Border,02/01/1998 12:00:00 AM,Trains,4778,2700.0
US-Mexico Border,02/01/1998 12:00:00 AM,Train Passengers,704,945.0
US-Mexico Border,02/01/1998 12:00:00 AM,Trains,389,626.0
US-Mexico Border,01/01/1998 12:00:00 AM,Personal Vehicle Passengers,19052457,16078228.0
US-Mexico Border,01/01/1998 12:00:00 AM,Personal Vehicles,7080923,5936765.0
US-Canada Border,01/01/1998 12:00:00 AM,Personal Vehicle Passengers,5826406,8071572.0
US-Mexico Border,01/01/1998 12:00:00 AM,Pedestrians,3945256,3250861.0
US-Canada Border,01/01/1998 12:00:00 AM,Personal Vehicles,2504823,3270051.0
US-Canada Border,01/01/1998 12:00:00 AM,Trucks,487587,469086.0
US-Mexico Border,01/01/1998 12:00:00 AM,Trucks,318380,289323.0
US-Canada Border,01/01/1998 12:00:00 AM,Truck Containers Full,303552,141117.0
US-Mexico Border,01/01/1998 12:00:00 AM,Bus Passengers,295000,196515.0
US-Canada Border,01/01/1998 12:00:00 AM,Bus Passengers,200814,333097.0
US-Mexico Border,01/01/1998 12:00:00 AM,Truck Containers Empty,148974,121957.0
US-Mexico Border,01/01/1998 12:00:00 AM,Truck Containers Full,146796,143576.0
US-Canada Border,01/01/1998 12:00:00 AM,Rail Containers Full,61202,33086.0
US-Canada Border,01/01/1998 12:00:00 AM,Truck Containers Empty,49002,24691.0
US-Canada Border,01/01/1998 12:00:00 AM,Pedestrians,27799,48244.0
US-Mexico Border,01/01/1998 12:00:00 AM,Buses,21494,14386.0
US-Mexico Border,01/01/1998 12:00:00 AM,Rail Containers Empty,20377,13250.0
US-Canada Border,01/01/1998 12:00:00 AM,Rail Containers Empty,20319,12684.0
US-Canada Border,01/01/1998 12:00:00 AM,Train Passengers,15617,19279.0
US-Mexico Border,01/01/1998 12:00:00 AM,Rail Containers Full,11795,12429.0
US-Canada Border,01/01/1998 12:00:00 AM,Buses,9602,14062.0
US-Canada Border,01/01/1998 12:00:00 AM,Trains,3180,2680.0
